10
15
10
1;5
25
3;12
1;6
9;2
13;8
3;2
7;1
14;1
2;4
6;8
8;4
2;3
6;6
10;0
1;3
2;0
1;14
12;14
9;14
9;1
13;9
13;6
0;11
6;2
4;4
9;3
2;3
25
5;13
5;8
6;8
2;7
9;7
11;4
5;5
12;8
4;4
14;7
4;2
9;14
13;12
6;1
0;0
0;9
6;11
2;12
0;1
12;13
14;8
9;2
11;11
2;10
1;5
1;6
25
13;10
8;4
11;5
7;4
2;4
12;2
6;13
9;3
6;9
3;13
5;1
8;12
7;6
12;0
0;8
10;8
14;12
7;10
0;13
6;2
7;11
12;1
2;7
14;13
6;12
7;9
25
10;6
4;11
4;5
4;2
11;11
8;10
2;13
8;5
5;14
6;13
2;8
6;7
12;5
12;12
4;6
12;13
2;12
11;2
9;1
9;2
9;3
6;6
4;0
5;7
0;10
1;3
25
6;14
0;6
1;9
7;1
11;5
8;2
14;1
9;13
5;7
8;13
14;6
11;6
7;0
9;3
0;13
0;7
12;3
3;3
4;13
11;1
5;14
1;1
3;10
12;7
8;6
2;9
25
4;10
4;12
13;8
6;10
3;10
12;11
11;3
2;2
14;3
14;0
3;6
1;0
12;14
12;0
6;1
13;1
1;11
6;13
10;11
9;8
0;3
2;0
3;7
1;10
8;0
0;4
25
6;3
5;12
6;13
12;5
13;10
7;6
3;8
4;4
4;12
10;0
9;11
5;0
11;13
6;10
14;4
12;13
13;0
5;1
5;9
11;3
8;7
7;13
11;2
0;10
14;13
3;9
25
4;3
4;14
4;0
11;14
0;12
7;0
9;6
11;0
7;10
8;12
6;9
10;5
5;12
13;14
3;11
1;4
3;6
1;9
14;9
12;12
11;8
2;10
13;7
10;1
2;5
1;2
25
12;8
1;3
2;12
1;4
0;1
10;6
7;10
1;6
10;4
11;12
6;5
6;4
9;11
2;2
9;7
3;11
1;9
1;5
4;13
14;14
0;14
3;12
12;14
9;2
12;4
0;2
25
4;7
9;4
2;9
10;8
1;2
9;3
7;0
11;14
9;5
2;12
1;12
3;3
2;8
11;9
10;9
10;0
7;9
11;8
1;13
14;3
1;6
13;3
4;0
9;13
12;5
**************************************************
10
15
10
3;7
25
7;12
5;4
5;6
1;11
14;8
13;14
8;1
13;13
7;7
6;13
11;13
10;8
1;0
6;5
12;11
14;0
8;9
12;9
9;2
4;13
10;12
5;3
9;8
0;1
9;5
5;8
25
3;4
7;10
8;1
3;12
3;5
14;1
5;13
6;2
5;7
1;3
7;4
5;3
8;11
5;10
10;7
12;0
2;5
2;3
7;13
8;9
10;11
13;5
14;14
7;14
12;4
3;4
25
9;5
12;13
3;0
9;4
10;1
8;9
11;1
9;3
6;8
6;4
12;8
8;1
3;13
13;8
3;5
8;7
1;8
0;8
0;12
11;3
6;1
10;7
9;9
12;0
7;3
0;7
25
9;9
12;8
4;4
8;0
6;3
4;14
10;14
12;12
14;4
4;8
0;0
1;0
1;1
6;2
3;9
13;3
6;1
12;13
3;13
0;12
9;0
7;6
3;3
0;2
12;5
0;5
25
6;1
13;2
7;5
12;7
2;14
7;6
12;9
3;1
0;1
9;8
10;0
11;12
0;4
2;12
7;2
14;11
11;10
4;0
1;3
2;6
8;1
8;4
6;12
2;3
0;14
1;3
25
8;6
12;0
14;1
1;5
14;7
2;5
13;13
10;12
1;6
10;10
14;8
7;6
9;5
9;4
13;14
11;12
1;12
9;7
11;7
2;6
0;6
5;2
11;6
6;13
12;3
4;6
25
4;7
12;0
11;4
7;5
2;12
0;1
7;11
11;8
14;1
10;10
9;0
2;13
4;2
12;13
8;3
11;14
9;14
5;0
6;10
5;9
6;6
1;1
4;1
11;7
7;0
1;8
25
13;5
7;8
7;10
4;1
5;7
9;5
6;5
3;3
8;14
13;3
4;6
3;14
13;13
11;11
5;14
8;8
10;4
5;13
2;2
14;7
6;1
5;11
13;9
7;2
13;2
0;2
25
14;8
4;11
1;2
5;11
3;6
14;12
10;12
12;1
3;12
12;6
6;4
13;0
11;14
1;9
6;1
6;14
6;0
4;9
14;10
9;11
10;3
14;9
13;14
13;7
3;1
6;7
25
5;0
14;10
7;5
4;13
2;5
4;9
7;9
3;8
13;6
11;9
14;0
2;14
6;12
6;3
3;9
2;10
6;5
5;7
3;3
1;3
10;11
2;7
5;13
3;10
8;2
**************************************************
10
15
10
4;8
25
7;4
10;11
9;9
14;13
2;1
12;7
4;1
1;9
10;10
11;4
5;14
5;10
12;14
6;10
5;0
4;7
11;2
3;4
6;1
14;3
1;0
12;6
8;11
13;9
3;11
8;9
25
0;0
5;0
11;6
5;6
6;10
13;8
5;12
4;8
4;1
3;1
8;13
8;2
5;13
13;2
5;4
7;13
2;0
7;2
12;4
12;10
4;3
6;13
3;0
10;14
3;2
7;8
25
7;1
8;7
7;10
9;12
5;2
2;9
13;10
2;11
7;12
1;13
3;0
2;5
0;2
2;10
1;3
4;9
10;10
10;0
1;6
13;0
11;7
12;2
10;11
9;2
0;13
1;7
25
4;3
1;12
12;11
5;13
6;2
3;6
8;14
12;6
13;4
14;2
0;13
13;13
5;3
8;0
11;7
12;4
12;14
6;0
6;5
11;6
11;11
12;8
0;4
7;5
6;3
