20
15
20
3;4
15
3;12
1;6
9;2
13;8
3;2
7;1
14;1
2;4
6;8
8;4
2;3
6;6
10;0
1;3
2;0
0;15
15
12;11
9;8
8;9
13;8
13;5
5;11
5;7
3;7
8;11
5;12
6;4
5;14
6;14
3;0
9;11
9;17
15
5;1
12;7
4;0
14;7
3;13
9;12
13;11
5;12
5;9
0;3
6;7
2;6
5;4
12;12
14;8
6;17
15
11;6
1;5
14;7
4;0
13;11
8;6
0;0
7;7
2;7
12;2
7;0
9;5
6;11
4;1
5;4
0;4
15
7;0
11;12
6;2
10;5
14;12
7;4
0;1
5;9
7;5
11;13
1;11
14;13
6;5
14;5
10;11
3;13
15
4;3
4;1
11;11
8;9
2;11
8;4
5;12
6;12
2;6
6;5
12;4
12;12
4;4
0;11
2;10
9;14
15
8;8
8;10
0;1
5;10
3;1
4;9
1;6
2;13
7;3
0;14
2;1
7;5
11;6
8;6
14;2
8;10
15
5;2
8;10
14;6
11;4
6;11
9;0
8;14
9;10
12;2
2;11
4;7
10;14
5;9
12;1
3;3
11;14
15
7;9
7;0
4;11
4;14
13;8
6;11
3;11
12;11
11;3
2;4
14;3
14;0
3;7
1;2
12;14
10;17
15
5;8
12;14
0;13
6;5
10;7
9;3
6;2
1;2
2;10
0;11
7;8
14;9
6;10
6;4
7;5
11;15
15
13;10
7;4
3;5
4;1
4;9
9;13
9;10
4;13
11;12
6;7
14;4
12;12
13;0
0;7
5;6
9;16
15
7;13
7;2
10;12
9;3
14;13
8;12
4;7
5;3
4;5
12;0
1;3
7;4
9;8
11;1
0;0
7;9
15
6;3
10;2
5;5
13;14
3;3
0;9
2;12
1;0
14;9
12;10
11;5
2;1
13;6
9;13
1;11
0;19
15
12;8
1;3
2;12
1;4
0;1
10;6
7;10
1;6
10;4
11;12
6;5
6;4
9;11
2;2
9;7
2;14
15
0;8
0;4
4;1
14;14
9;0
2;14
12;12
8;10
12;1
3;14
4;14
9;8
3;3
10;11
1;11
7;17
15
6;12
11;13
9;2
2;7
1;6
2;13
2;3
11;7
10;7
9;12
7;6
0;7
1;7
14;3
1;0
12;18
15
2;12
9;5
12;1
9;4
7;13
5;6
5;9
1;14
14;8
13;14
8;3
0;9
7;9
7;0
11;14
9;11
15
0;3
5;12
12;9
13;14
8;4
12;7
8;12
4;4
10;8
4;10
9;3
4;11
9;0
0;5
4;0
6;14
15
8;0
3;11
3;4
14;1
5;12
6;1
5;6
1;1
7;3
5;2
8;10
5;9
10;6
12;0
2;3
1;15
15
7;4
8;0
10;6
13;3
14;14
7;5
12;0
0;1
9;8
12;14
3;6
9;7
10;4
8;13
11;3
**************************************************
20
15
20
7;11
15
6;3
5;14
12;6
7;12
3;7
13;8
2;13
8;3
1;0
0;0
0;4
11;1
5;11
10;4
9;6
10;14
15
6;4
1;4
9;10
12;8
4;5
8;1
0;0
5;0
10;14
12;12
14;4
